supplier_id,name,phone_main,representative_name,address,city,region,postal_code,latitude,longitude,added_at,updated_at
1,Гавриленко Ltd LLC,+380 (59) 643-20-83,Омелян Власенко,"провулок Віри Інбер, буд. 05",Вінниця,Вінницька,04993,49.283117205240465,28.4706382876495,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
2,Їжак-Єрьоменко LLC,017 939-54-60,Пріска Власенко,"вулиця Луцька, буд. 1 кв. 6",Київ,м. Київ,91087,50.534249456142675,30.409609868886093,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
3,Зарудний-Абраменко LLC,+380 63 636 60 34,Надія Дрозденко,"площа Гвардійська, буд. 807",Ужгород,Закарпатська,85008,48.89056945186547,22.30523543572565,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
4,"Оробець, Забарний and Тимчук LLC",+380 69 029-94-37,Стефан Дерегус,"набережна Глазунова, буд. 58 кв. 75",Київ,м. Київ,39131,50.26947974385676,30.478092941328043,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
5,Микитюк-Міщенко LLC,195 50 74,Марко Яременко,"узвіз Деревообробний 1-й, буд. 7",Херсон,Херсонська,77685,46.70599784078802,33.185727776780084,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
6,Дашенко-Баранник LLC,+380 (71) 450-55-64,Ярина Василашко,"площа Новоселів, буд. 61 кв. 4",Київ,м. Київ,60085,50.068794287741426,30.479063920114744,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
7,"Гайда, Байда and Швачка LLC",723 20 99,Святослава Носенко,"набережна Озерна, буд. 876",Дніпро,Дніпропетровська,28882,48.32349732645666,34.88508151817339,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
8,"Симоненко, Луценко and Цибуленко LLC",+380 56 929-58-13,Богданна Яценюк,"узвіз Задніпровського, буд. 6",Харків,Харківська,56637,49.871933511234396,35.95191142359378,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
9,Андрійович Ltd LLC,521 08 27,Артимович Світлана Пантелеймонівна,"вулиця Десантний, буд. 0 кв. 071",Київ,м. Київ,66609,50.476362989114484,30.91060511333666,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
10,Лавренко Inc LLC,092 898 30 73,Валентин Андрійович,"узвіз Алмазна, буд. 9",Дніпро,Дніпропетровська,89118,48.54098501351801,35.049459966648605,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
11,Редько Group LLC,+380 18 722-02-99,Данило Симоненко,"площа Рощева, буд. 462 кв. 793",Запоріжжя,Запорізька,75802,47.99419757570161,35.54998330107319,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
12,"Воблий, Жадан and Шутько LLC",+380 71 974 11 62,Мирослав Жарко,"шосе Олексіївська, буд. 91",Запоріжжя,Запорізька,49128,48.11823256901152,35.33257305334604,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
13,Аврамчук-Нестайко LLC,262 25 76,Оксана Адамчук,"провулок Лінія 37-ма, буд. 2 кв. 710",Суми,Сумська,76776,50.859690251491585,34.689472756026106,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
14,Дубенко PLC LLC,+380 29 529-86-52,Богуслава Демʼяненко,"набережна Армійська, буд. 4 кв. 5",Дніпро,Дніпропетровська,43436,48.4313981449777,34.85090050100383,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
15,Гречаник PLC LLC,+380 63 285-20-93,Ірина Ісаєвич,"вулиця Бучми, буд. 919 кв. 3",Ужгород,Закарпатська,11841,48.784946419386216,22.1,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
16,"Дацюк, Бандера and Уманець LLC",019 030-55-80,Семен Давимука,"набережна Ламаний, буд. 9",Одеса,Одеська,64868,46.70663915940203,30.602655046032055,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
17,Ґоляш-Шеремет LLC,089 247-75-25,Ніколюк Пантелеймон Макарович,"узвіз Західний 4-й, буд. 44",Запоріжжя,Запорізька,57368,48.081745352829614,35.39976375391273,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
18,"Шморгун, Москаль and Носаченко LLC",123 96 17,Приймак Прохір Григорійович,"узвіз Цегельнозаводська, буд. 097 кв. 036",Полтава,Полтавська,83424,49.54745936266439,34.28745228838083,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
19,Талан PLC LLC,+380 03 842-95-54,Ірина Коваленко,"провулок Канатна, буд. 278",Одеса,Одеська,45577,46.47311197372272,30.886213927331642,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
20,Калениченко Group LLC,017-40-44,Одарка Конопля,"проспект Махачкалинська, буд. 9 кв. 38",Черкаси,Черкаська,77585,49.49317531048866,32.35638044658786,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
21,"Жук, Петренко and Тимчук LLC",+380 89 117 93 21,Орися Дацюк,"сквер Рибальський, буд. 0 кв. 972",Одеса,Одеська,33166,46.10117392471886,30.27541500521086,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
22,Корпанюк-Товстоліс LLC,059-02-14,Альбіна Ейбоженко,"проспект Петра Лещенка, буд. 9 кв. 610",Житомир,Житомирська,19482,49.95572064798539,28.67942759401487,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
23,Євтушок-Фартушняк LLC,153 99 64,Дмитро Худобʼяк,"проспект Аеродромний 1-й, буд. 534 кв. 08",Черкаси,Черкаська,88158,49.58553369892285,32.44757816458401,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
24,Євтушок-Шовкопляс LLC,158-58-33,Валерій Ільєнко,"сквер Залізнична, буд. 9",Одеса,Одеська,97924,46.35154082839743,30.455877964369222,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
25,Товстуха Group LLC,+380 98 190-22-70,Теодор Романчук,"проспект Лиманний, буд. 7 кв. 9",Київ,м. Київ,75601,50.295869571711606,30.16890715701077,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
26,Андрієвич-Атаманюк LLC,192-33-87,Пустовіт Михайлина Омелянівна,"шосе Вапняне селище, буд. 6 кв. 39",Київ,м. Київ,52923,50.46791471159686,30.397829441141955,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
27,Абрамчук-Журавель LLC,+380 43 813 70 75,Бабійчук Альбіна Сергіївна,"узвіз Матроський узвіз, буд. 877",Херсон,Херсонська,41357,46.74287923263516,33.240638338303334,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
28,"Фесенко, Сиротенко and Цушко LLC",+380 46 529 46 35,Олена Дашкевич,"узвіз Чорноморський 5-й, буд. 6",Харків,Харківська,72008,50.20940924218536,35.69611510964402,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
29,Дутка LLC LLC,+380 (23) 472-56-58,Одарка Величко,"узвіз Льва Толстого, буд. 630",Рівне,Рівненська,19980,50.511297306574384,26.04910526377378,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
30,Приходько LLC LLC,+380 33 057 55 95,Климент Данченко,"набережна Єфімова, буд. 15 кв. 5",Запоріжжя,Запорізька,67988,47.91125835520372,35.1187909365317,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
31,Заїка Ltd LLC,+380 95 809-07-02,Андрій Лаба,"сквер Морська, буд. 71 кв. 3",Київ,м. Київ,42927,50.367351103174656,30.251706320467363,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
32,Байрак-Данченко LLC,+380 90 079-41-69,Мілена Деревʼянко,"узвіз Покровський, буд. 653",Запоріжжя,Запорізька,26760,47.68908596436378,35.39225186987955,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
33,Михайлюк and Sons LLC,034 680-07-68,Сірко Святослава Тарасівна,"парк Виноградна 3-тя, буд. 94",Тернопіль,Тернопільська,61322,49.545650356192276,25.485458082328634,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
34,Ґалаґан-Опанасенко LLC,+380 55 090-35-02,Петро Аверченко,"парк Соляний 6-й, буд. 12 кв. 025",Київ,м. Київ,86414,50.017680424554605,30.42314669001324,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
35,Панчук-Колісниченко LLC,165 74 31,Емілія Баран,"площа Садовського, буд. 9 кв. 530",Чернівці,Чернівецька,51945,48.42611158265791,26.43238073818142,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
36,Чумаченко-Кащенко LLC,024 887 45 32,Василина Ємельяненко,"вулиця Дубовий гай, буд. 39",Одеса,Одеська,69123,46.46281177466288,31.16623459437097,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
37,Лукаш Inc LLC,+380 07 851-01-81,пан Юхим Ющенко,"набережна Балтський 1-й, буд. 6 кв. 694",Дніпро,Дніпропетровська,48200,48.480550338831705,34.88198245907006,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
38,Слюсар-Затула LLC,+380 69 520 16 10,Юхим Чабан,"проспект Овідіопольська дорога, буд. 29",Дніпро,Дніпропетровська,30560,48.59885541215371,35.06166840669514,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
39,"Корж, Теличенко and Ірванець LLC",+380 17 454-50-06,Орина Ґалаґан,"узвіз Новий, буд. 107 кв. 698",Львів,Львівська,17114,49.816781576920874,24.070742460252838,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
40,Петренко-Захарченко LLC,+380 06 150-17-31,Ганна Килимник,"набережна Східний, буд. 37 кв. 426",Черкаси,Черкаська,29491,49.40963999714163,32.359046423548314,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
41,"Ващенко, Акименко and Фартушняк LLC",+380 53 205-63-23,Яків Бандурка,"площа Студентський 2-й, буд. 583 кв. 10",Одеса,Одеська,81572,46.324632540797914,30.735955056460252,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
42,Рябовіл-Гоголь LLC,059 301-25-71,Аніта Аверченко,"вулиця Героїв прикордонників, буд. 08",Одеса,Одеська,24675,46.468226858531715,30.866239657239777,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
43,Аверченко-Онуфрієнко LLC,+380 74 294 82 30,Єлисавета Чалий,"проспект Аркаса Миколи, буд. 28",Львів,Львівська,01611,49.792405317873836,24.38078486204737,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
44,Захаренко-Бабко LLC,+380 41 703-53-57,Розалія Ващенко,"сквер Азовський, буд. 19",Дніпро,Дніпропетровська,74448,48.822005794998574,35.32238740855,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
45,Жученко-Скопенко LLC,015-89-31,Веніямин Ющенко,"площа Азербайджан, буд. 8 кв. 240",Одеса,Одеська,80752,46.108489418685394,30.746347122424265,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
46,Бандера Group LLC,020 682-15-62,Омелян Батюк,"вулиця Воронцовський, буд. 5",Харків,Харківська,46125,49.848691064233726,36.433769909624196,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
47,Лупій-Каденюк LLC,+380 (64) 475-67-18,Дрозд Олена Зорянівна,"вулиця Уманська, буд. 852",Львів,Львівська,30905,50.13222423567869,23.856043329267738,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
48,Дробʼязко LLC LLC,029 013-24-45,Анастасія Дуплій,"провулок Скляний 3-й, буд. 1",Чернігів,Чернігівська,96980,51.55492793222888,31.558761786207455,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
49,"Литвин, Іванченко and Артюшенко LLC",+380 56 131 63 49,Герман Щорс,"проспект Лазурний 4-й, буд. 973 кв. 8",Луцьк,Волинська,80585,50.879955321845465,24.84562085250261,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
50,"Єщенко, Супруненко and Тичина LLC",+380 26 058-42-08,Надія Захаренко,"шосе Станційна 2-га, буд. 5",Київ,м. Київ,65856,50.204282156971125,30.272856126482445,2025-12-13 19:36:08.189801 +00:00,2025-12-13 19:36:08.189801 +00:00
